----------
ROC  0:
----------
Pix  0  0
Pix  0  1
Pix  0  2
Pix  0  3
Pix  0  4
Pix  0  5
Pix  0  6
Pix  0  7
Pix  0  8
Pix  0  9
Pix  0 10
Pix  0 11
Pix  0 12
Pix  0 13
Pix  0 14
Pix  0 15
Pix  0 16
Pix  0 17
Pix  0 18
Pix  0 19
Pix  0 20
Pix  0 21
Pix  0 22
Pix  0 23
Pix  0 24
Pix  0 25
Pix  0 26
Pix  0 27
Pix  0 28
Pix  0 29
Pix  0 30
Pix  0 31
Pix  0 32
Pix  0 33
Pix  0 34
Pix  0 35
Pix  0 36
Pix  0 37
Pix  0 38
Pix  0 39
Pix  0 40
Pix  0 41
Pix  0 42
Pix  0 43
Pix  0 44
Pix  0 45
Pix  0 46
Pix  0 47
Pix  0 48
Pix  0 49
Pix  0 50
Pix  0 51
Pix  0 52
Pix  0 53
Pix  0 54
Pix  0 55
Pix  0 56
Pix  0 57
Pix  0 58
Pix  0 59
Pix  0 60
Pix  0 61
Pix  0 62
Pix  0 63
Pix  0 64
Pix  0 65
Pix  0 66
Pix  0 67
Pix  0 68
Pix  0 69
Pix  0 70
Pix  0 71
Pix  0 72
Pix  0 73
Pix  0 74
Pix  0 75
Pix  0 76
Pix  0 77
Pix  0 78
Pix  0 79
Pix  1  0
Pix  1  1
Pix  1  2
Pix  1  3
Pix  1  4
Pix  1  5
Pix  1  6
Pix  1  7
Pix  1  8
Pix  1  9
Pix  1 10
Pix  1 11
Pix  1 12
Pix  1 13
Pix  1 14
Pix  1 15
Pix  1 16
Pix  1 17
Pix  1 18
Pix  1 19
Pix  1 20
Pix  1 22
Pix  1 23
Pix  1 24
Pix  1 25
Pix  1 27
Pix  1 28
Pix  1 29
Pix  1 30
Pix  1 31
Pix  1 32
Pix  1 34
Pix  1 35
Pix  1 36
Pix  1 37
Pix  1 38
Pix  1 39
Pix  1 40
Pix  1 41
Pix  1 42
Pix  1 43
Pix  1 44
Pix  1 45
Pix  1 49
Pix  1 50
Pix  1 51
Pix  1 52
Pix  1 53
Pix  1 54
Pix  1 55
Pix  1 56
Pix  1 57
Pix  1 59
Pix  1 60
Pix  1 61
Pix  1 62
Pix  1 63
Pix  1 64
Pix  1 65
Pix  1 66
Pix  1 67
Pix  1 68
Pix  1 69
Pix  1 70
Pix  1 71
Pix  1 72
Pix  1 73
Pix  1 74
Pix  1 75
Pix  1 76
Pix  1 77
Pix  1 78
Pix  1 79
Pix  2  0
Pix  2  1
Pix  2  2
Pix  2  3
Pix  2  4
Pix  2  5
Pix  2  6
Pix  2  7
Pix  2  8
Pix  2  9
Pix  2 10
Pix  2 11
Pix  2 12
Pix  2 13
Pix  2 15
Pix  2 16
Pix  2 17
Pix  2 18
Pix  2 20
Pix  2 21
Pix  2 23
Pix  2 24
Pix  2 25
Pix  2 26
Pix  2 27
Pix  2 28
Pix  2 29
Pix  2 30
Pix  2 31
Pix  2 32
Pix  2 33
Pix  2 34
Pix  2 35
Pix  2 36
Pix  2 37
Pix  2 39
Pix  2 40
Pix  2 42
Pix  2 44
Pix  2 45
Pix  2 46
Pix  2 47
Pix  2 48
